episode_number,success_episode,failure_episode,episode_reward,episode_step
1179,False,True,442,420
1180,False,True,425,445
1181,False,True,470,388
1182,True,False,786,430
1183,True,False,632,247
1184,True,False,850,489
1185,True,False,780,443
1186,True,False,795,443
1187,True,False,1156,413
1188,False,True,609,364
1189,False,True,631,380
1190,False,True,166,201
1191,False,True,357,337
1192,False,True,239,241
1193,False,True,1628,1000
1194,True,False,917,472
1195,False,True,298,386
1196,False,True,804,709
1197,True,False,902,481
1198,True,False,927,450
1199,True,False,813,449
1200,True,False,911,476
1201,False,True,784,831
1202,False,True,999,1000
1203,False,True,316,380
1204,False,True,1130,1000
1205,False,True,884,902
1206,False,True,1110,1000
1207,False,True,1157,1000
1208,False,True,1385,1000
1209,False,True,243,494
1210,False,True,198,273
1211,False,True,246,402
1212,False,True,283,406
1213,False,True,206,426
1214,False,True,-23,231
1215,False,True,664,614
1216,False,True,148,364
1217,True,False,783,482
1218,False,True,1008,1000
1219,False,True,1253,1000
1220,True,False,894,496
1221,False,True,177,342
1222,False,True,211,436
1223,False,True,1489,1000
1224,False,True,1416,1000
1225,False,True,1251,1000
1226,False,True,1269,1000
1227,False,True,262,415
1228,False,True,1491,1000
1229,False,True,400,352
1230,False,True,1126,1000
1231,False,True,1506,1000
1232,False,True,1484,1000
1233,False,True,1082,1000
1234,False,True,234,389
1235,False,True,1027,1000
1236,False,True,203,385
1237,False,True,1246,1000
1238,False,True,1240,934
1239,False,True,1089,1000
1240,False,True,1214,1000
1241,False,True,134,356
1242,False,True,140,316
1243,False,True,1146,1000
1244,False,True,1259,1000
1245,False,True,-19,194
1246,False,True,1391,1000
1247,False,True,291,532
1248,False,True,1051,1000
1249,False,True,118,350
1250,False,True,-1,228
1251,False,True,690,1000
1252,False,True,110,375
1253,False,True,480,649
1254,False,True,180,345
1255,False,True,999,1000
1256,False,True,812,1000
1257,False,True,826,1000
1258,False,True,518,781
1259,False,True,1040,1000
1260,False,True,547,694
1261,False,True,991,1000
1262,False,True,999,1000
1263,False,True,763,1000
1264,False,True,1189,1000
1265,False,True,996,1000
1266,False,True,1020,1000
